class,filename,width,height,mode,mean_intensity,contrast,filepath
Lung_Opacity,Lung_Opacity-3842.png,299,299,L,167.61173812373463,60.74641756818868,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3842.png
Lung_Opacity,Lung_Opacity-3843.png,299,299,L,110.39563315846578,53.489942319285916,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3843.png
Lung_Opacity,Lung_Opacity-3844.png,299,299,L,115.20119461750987,45.63351770811628,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3844.png
Lung_Opacity,Lung_Opacity-3845.png,299,299,L,122.07775080815651,68.70033791567708,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3845.png
Lung_Opacity,Lung_Opacity-3846.png,299,299,L,159.29603695708101,72.36012790697276,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3846.png
Lung_Opacity,Lung_Opacity-3847.png,299,299,L,119.29086922965068,50.471568054200375,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3847.png
Lung_Opacity,Lung_Opacity-3848.png,299,299,L,174.60282323463943,61.780719264349685,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3848.png
Lung_Opacity,Lung_Opacity-3849.png,299,299,L,162.06537958188386,48.61941720550388,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3849.png
Lung_Opacity,Lung_Opacity-385.png,299,299,L,163.406639746759,56.362821953451395,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-385.png
Lung_Opacity,Lung_Opacity-3850.png,299,299,L,140.83107571503675,68.19813284461189,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3850.png
Lung_Opacity,Lung_Opacity-3851.png,299,299,L,125.31150658270042,68.46142489719234,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3851.png
Lung_Opacity,Lung_Opacity-3852.png,299,299,L,120.23713381282089,51.14821322535125,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3852.png
Lung_Opacity,Lung_Opacity-3853.png,299,299,L,131.3205333273677,60.01425306905216,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3853.png
Lung_Opacity,Lung_Opacity-3854.png,299,299,L,151.49597879218354,54.76693443347126,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3854.png
Lung_Opacity,Lung_Opacity-3855.png,299,299,L,136.7844654981488,53.99831508346284,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3855.png
Lung_Opacity,Lung_Opacity-3856.png,299,299,L,127.93172335879912,70.83423932174293,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3856.png
Lung_Opacity,Lung_Opacity-3857.png,299,299,L,147.50975939866444,44.62716944020378,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3857.png
Lung_Opacity,Lung_Opacity-3858.png,299,299,L,138.21450543058802,57.134093138081305,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3858.png
Lung_Opacity,Lung_Opacity-3859.png,299,299,L,153.516761557477,50.06611853357204,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3859.png
Lung_Opacity,Lung_Opacity-386.png,299,299,L,116.97891522466192,63.55735239787159,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-386.png
Lung_Opacity,Lung_Opacity-3860.png,299,299,L,161.59551906578227,41.55970441216707,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3860.png
Lung_Opacity,Lung_Opacity-3861.png,299,299,L,151.16421516537847,52.78305204180207,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3861.png
Lung_Opacity,Lung_Opacity-3862.png,299,299,L,109.69385129920246,60.16194171561955,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3862.png
Lung_Opacity,Lung_Opacity-3863.png,299,299,L,127.27303945146028,64.6346250797296,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3863.png
Lung_Opacity,Lung_Opacity-3864.png,299,299,L,129.3344257894207,63.98149163535123,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3864.png
Lung_Opacity,Lung_Opacity-3865.png,299,299,L,151.83114282838,60.31208891402304,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3865.png
Lung_Opacity,Lung_Opacity-3866.png,299,299,L,104.33518640731089,60.759687461410266,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3866.png
Lung_Opacity,Lung_Opacity-3867.png,299,299,L,117.36793771881746,55.72902855246132,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3867.png
Lung_Opacity,Lung_Opacity-3868.png,299,299,L,117.74359347210881,36.675685532153004,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3868.png
Lung_Opacity,Lung_Opacity-3869.png,299,299,L,161.89714880146755,63.72732689855858,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3869.png
Lung_Opacity,Lung_Opacity-387.png,299,299,L,97.85003523450521,57.327190375309584,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-387.png
Lung_Opacity,Lung_Opacity-3870.png,299,299,L,109.86953166071967,46.453036630799,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3870.png
Lung_Opacity,Lung_Opacity-3871.png,299,299,L,146.37764678247447,57.52410377649318,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3871.png
Lung_Opacity,Lung_Opacity-3872.png,299,299,L,113.08569255377456,49.415158649735574,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3872.png
Lung_Opacity,Lung_Opacity-3873.png,299,299,L,121.79036028679769,63.832011283571,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3873.png
Lung_Opacity,Lung_Opacity-3874.png,299,299,L,99.83841344056555,37.192224004318795,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3874.png
Lung_Opacity,Lung_Opacity-3875.png,299,299,L,112.203722553439,56.60633006283549,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3875.png
Lung_Opacity,Lung_Opacity-3876.png,299,299,L,73.53841679623271,91.7993904623299,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3876.png
Lung_Opacity,Lung_Opacity-3877.png,299,299,L,132.54699611861164,69.46265374644301,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3877.png
Lung_Opacity,Lung_Opacity-3878.png,299,299,L,131.42655003859016,58.256359326554524,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3878.png
Lung_Opacity,Lung_Opacity-3879.png,299,299,L,135.5945347367479,67.62883186683821,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3879.png
Lung_Opacity,Lung_Opacity-388.png,299,299,L,162.3348060983658,66.0404154989748,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-388.png
Lung_Opacity,Lung_Opacity-3880.png,299,299,L,132.20375611011062,63.971782264214674,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3880.png
Lung_Opacity,Lung_Opacity-3881.png,299,299,L,162.8525296137627,56.918329187306725,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3881.png
Lung_Opacity,Lung_Opacity-3882.png,299,299,L,113.31053343922328,78.84723584560741,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3882.png
Lung_Opacity,Lung_Opacity-3883.png,299,299,L,166.1556246574423,57.28534743833699,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3883.png
Lung_Opacity,Lung_Opacity-3884.png,299,299,L,141.41841813849956,46.33622818439447,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3884.png
Lung_Opacity,Lung_Opacity-3885.png,299,299,L,176.19424838648337,52.411997156357806,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3885.png
Lung_Opacity,Lung_Opacity-3886.png,299,299,L,99.44508450688471,89.66486489218686,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3886.png
Lung_Opacity,Lung_Opacity-3887.png,299,299,L,164.12962942248967,62.38194588544591,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3887.png
Lung_Opacity,Lung_Opacity-3888.png,299,299,L,125.21522130624938,79.36686704285086,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3888.png
Lung_Opacity,Lung_Opacity-3889.png,299,299,L,103.32016420397981,66.51079400163451,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3889.png
Lung_Opacity,Lung_Opacity-389.png,299,299,L,122.10132996275209,56.71912803784453,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-389.png
Lung_Opacity,Lung_Opacity-3890.png,299,299,L,116.83709354481493,54.72144071350726,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3890.png
Lung_Opacity,Lung_Opacity-3891.png,299,299,L,127.67258755494905,59.80872926663972,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3891.png
Lung_Opacity,Lung_Opacity-3892.png,299,299,L,110.61141374257559,74.7733729970264,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3892.png
Lung_Opacity,Lung_Opacity-3893.png,299,299,L,154.68896321070235,55.912044405981895,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3893.png
Lung_Opacity,Lung_Opacity-3894.png,299,299,L,144.87424078030446,60.33013272476802,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3894.png
Lung_Opacity,Lung_Opacity-3895.png,299,299,L,123.37695327792754,63.64551312875664,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3895.png
Lung_Opacity,Lung_Opacity-3896.png,299,299,L,143.00973143477142,71.23044492097087,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3896.png
Lung_Opacity,Lung_Opacity-3897.png,299,299,L,137.5663359470252,76.86642125050926,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3897.png
Lung_Opacity,Lung_Opacity-3898.png,299,299,L,165.6500933994027,57.56457832029063,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3898.png
Lung_Opacity,Lung_Opacity-3899.png,299,299,L,144.18986364805764,61.67736117050577,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3899.png
Lung_Opacity,Lung_Opacity-39.png,299,299,L,149.44773548394312,40.990387348087346,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-39.png
Lung_Opacity,Lung_Opacity-390.png,299,299,L,131.38506280690373,61.07358008000237,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-390.png
Lung_Opacity,Lung_Opacity-3900.png,299,299,L,167.4233174125569,50.96885906386486,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3900.png
Lung_Opacity,Lung_Opacity-3901.png,299,299,L,163.53518417019944,51.57752503544468,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3901.png
Lung_Opacity,Lung_Opacity-3902.png,299,299,L,122.08565899710294,51.689675925898555,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3902.png
Lung_Opacity,Lung_Opacity-3903.png,299,299,L,103.22354336081251,44.533299291235245,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3903.png
Lung_Opacity,Lung_Opacity-3904.png,299,299,L,162.71389581772016,57.694356614019014,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3904.png
Lung_Opacity,Lung_Opacity-3905.png,299,299,L,135.06356752161608,46.97970510623641,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3905.png
Lung_Opacity,Lung_Opacity-3906.png,299,299,L,134.1967651368553,60.578920357746,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3906.png
Lung_Opacity,Lung_Opacity-3907.png,299,299,L,117.56471404122996,49.280048161485155,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3907.png
Lung_Opacity,Lung_Opacity-3908.png,299,299,L,106.89351349537478,48.354856974489124,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3908.png
Lung_Opacity,Lung_Opacity-3909.png,299,299,L,116.90479972259818,64.70911555762905,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3909.png
Lung_Opacity,Lung_Opacity-391.png,299,299,L,119.3118757060883,49.35721142163926,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-391.png
Lung_Opacity,Lung_Opacity-3910.png,299,299,L,175.89780874934286,47.89522336202595,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3910.png
Lung_Opacity,Lung_Opacity-3911.png,299,299,L,172.75906309772822,56.607816372231966,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3911.png
Lung_Opacity,Lung_Opacity-3912.png,299,299,L,108.29158510531202,58.25808092265506,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3912.png
Lung_Opacity,Lung_Opacity-3913.png,299,299,L,153.71137906734825,52.76967863217343,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3913.png
Lung_Opacity,Lung_Opacity-3914.png,299,299,L,126.85808883569536,57.149201929930165,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3914.png
Lung_Opacity,Lung_Opacity-3915.png,299,299,L,153.70312412612833,61.41837050030483,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3915.png
Lung_Opacity,Lung_Opacity-3916.png,299,299,L,123.81005805304191,66.79589415106184,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3916.png
Lung_Opacity,Lung_Opacity-3917.png,299,299,L,112.79727296115256,76.08549109362058,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3917.png
Lung_Opacity,Lung_Opacity-3918.png,299,299,L,115.21065759890828,48.157210225882636,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3918.png
Lung_Opacity,Lung_Opacity-3919.png,299,299,L,114.92203666625653,56.147350292435966,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3919.png
Lung_Opacity,Lung_Opacity-392.png,299,299,L,140.66499256160446,60.818449312460245,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-392.png
Lung_Opacity,Lung_Opacity-3920.png,299,299,L,136.1682084093019,68.3086308064352,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3920.png
Lung_Opacity,Lung_Opacity-3921.png,299,299,L,148.81260836008545,62.08238116824347,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3921.png
Lung_Opacity,Lung_Opacity-3922.png,299,299,L,108.61816981912953,55.686675479336515,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3922.png
Lung_Opacity,Lung_Opacity-3923.png,299,299,L,149.17535598035815,57.42868955109516,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3923.png
Lung_Opacity,Lung_Opacity-3924.png,299,299,L,103.31798302032416,51.19794296733524,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3924.png
Lung_Opacity,Lung_Opacity-3925.png,299,299,L,132.74211697855728,68.19580973751066,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3925.png
Lung_Opacity,Lung_Opacity-3926.png,299,299,L,126.36375432042148,43.268790324224945,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3926.png
Lung_Opacity,Lung_Opacity-3927.png,299,299,L,128.5114036755741,69.57069333219552,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3927.png
Lung_Opacity,Lung_Opacity-3928.png,299,299,L,80.74983501303117,75.6025031486679,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3928.png
Lung_Opacity,Lung_Opacity-3929.png,299,299,L,97.56598919475174,50.652139899217495,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3929.png
Lung_Opacity,Lung_Opacity-393.png,299,299,L,156.11754902070447,62.164218479297716,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-393.png
Lung_Opacity,Lung_Opacity-3930.png,299,299,L,142.07347792530285,68.35841124248304,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3930.png
Lung_Opacity,Lung_Opacity-3931.png,299,299,L,127.83971096520173,50.816886550016804,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3931.png
Lung_Opacity,Lung_Opacity-3932.png,299,299,L,103.56583259695081,56.32541221200458,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3932.png
Lung_Opacity,Lung_Opacity-3933.png,299,299,L,116.30268117806288,45.016202525401475,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3933.png
Lung_Opacity,Lung_Opacity-3934.png,299,299,L,111.81561727497456,60.44401362012472,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3934.png
Lung_Opacity,Lung_Opacity-3935.png,299,299,L,118.45865258777866,62.380228514964635,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3935.png
Lung_Opacity,Lung_Opacity-3936.png,299,299,L,93.76294448607958,66.56561783413414,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3936.png
Lung_Opacity,Lung_Opacity-3937.png,299,299,L,157.74983501303117,56.82574889144036,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3937.png
Lung_Opacity,Lung_Opacity-3938.png,299,299,L,115.17964004876903,69.02513163821995,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3938.png
Lung_Opacity,Lung_Opacity-3939.png,299,299,L,116.78574065167057,44.106948201323824,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3939.png
Lung_Opacity,Lung_Opacity-394.png,299,299,L,111.76589747318263,59.85520792076714,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-394.png
Lung_Opacity,Lung_Opacity-3940.png,299,299,L,110.19538931331864,53.37955766313604,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3940.png
Lung_Opacity,Lung_Opacity-3941.png,299,299,L,110.05856757754387,50.27929214387692,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3941.png
Lung_Opacity,Lung_Opacity-3942.png,299,299,L,120.85229471706133,65.6824930418348,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3942.png
Lung_Opacity,Lung_Opacity-3943.png,299,299,L,115.89692509032338,47.824073344975,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3943.png
Lung_Opacity,Lung_Opacity-3944.png,299,299,L,129.838491739466,73.83378633093535,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3944.png
Lung_Opacity,Lung_Opacity-3945.png,299,299,L,117.84027024306216,75.16312235110526,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3945.png
Lung_Opacity,Lung_Opacity-3946.png,299,299,L,151.38294873659132,55.491548629464745,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3946.png
Lung_Opacity,Lung_Opacity-3947.png,299,299,L,115.75376114361137,76.94084710388454,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3947.png
Lung_Opacity,Lung_Opacity-3948.png,299,299,L,116.6074987975526,73.31377603431672,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3948.png
Lung_Opacity,Lung_Opacity-3949.png,299,299,L,137.45222089238376,69.03522366341453,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3949.png
Lung_Opacity,Lung_Opacity-395.png,299,299,L,175.58027315130704,40.63973389077723,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-395.png
Lung_Opacity,Lung_Opacity-3950.png,299,299,L,127.38718806277335,68.54837769829771,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3950.png
Lung_Opacity,Lung_Opacity-3951.png,299,299,L,112.15466269952238,77.02028208105745,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3951.png
Lung_Opacity,Lung_Opacity-3952.png,299,299,L,110.57801366875091,74.09950754203074,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3952.png
Lung_Opacity,Lung_Opacity-3953.png,299,299,L,122.60922137336271,55.16209253678034,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3953.png
Lung_Opacity,Lung_Opacity-3954.png,299,299,L,114.241216541202,43.18950772509363,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3954.png
Lung_Opacity,Lung_Opacity-3955.png,299,299,L,118.73814610574826,62.240571562701426,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3955.png
Lung_Opacity,Lung_Opacity-3956.png,299,299,L,107.64436639411193,67.37868002829856,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3956.png
Lung_Opacity,Lung_Opacity-3957.png,299,299,L,117.05940649433451,67.38628689854988,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3957.png
Lung_Opacity,Lung_Opacity-3958.png,299,299,L,113.93559356159327,71.04688950830698,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3958.png
Lung_Opacity,Lung_Opacity-3959.png,299,299,L,141.08977528215567,59.83584901219937,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3959.png
Lung_Opacity,Lung_Opacity-396.png,299,299,L,106.6294001185669,55.946321678255444,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-396.png
Lung_Opacity,Lung_Opacity-3960.png,299,299,L,158.25624993009026,52.260313351203656,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3960.png
Lung_Opacity,Lung_Opacity-3961.png,299,299,L,104.04927237950359,64.24040881284307,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3961.png
Lung_Opacity,Lung_Opacity-3962.png,299,299,L,114.58676077448798,51.55829599846996,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3962.png
Lung_Opacity,Lung_Opacity-3963.png,299,299,L,115.14115054641447,52.6826082085116,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3963.png
Lung_Opacity,Lung_Opacity-3964.png,299,299,L,128.22135099159965,58.79205916823869,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3964.png
Lung_Opacity,Lung_Opacity-3965.png,299,299,L,96.84559456829342,40.35101472171354,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3965.png
Lung_Opacity,Lung_Opacity-3966.png,299,299,L,141.0355477008087,52.057840509459965,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3966.png
Lung_Opacity,Lung_Opacity-3967.png,299,299,L,154.19930425834164,67.09977265330835,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3967.png
Lung_Opacity,Lung_Opacity-3968.png,299,299,L,114.28635026453843,47.5909890953728,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3968.png
Lung_Opacity,Lung_Opacity-3969.png,299,299,L,103.39427970604356,54.9424484699237,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3969.png
Lung_Opacity,Lung_Opacity-397.png,299,299,L,117.07646446907752,69.64941740639925,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-397.png
Lung_Opacity,Lung_Opacity-3970.png,299,299,L,124.41104685629915,60.45045196769192,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3970.png
Lung_Opacity,Lung_Opacity-3971.png,299,299,L,110.08982002438451,51.14333425534092,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3971.png
Lung_Opacity,Lung_Opacity-3972.png,299,299,L,116.98089506828782,45.02834600848526,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3972.png
Lung_Opacity,Lung_Opacity-3973.png,299,299,L,106.58072057359537,50.163498828240584,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3973.png
Lung_Opacity,Lung_Opacity-3974.png,299,299,L,105.84449838368698,75.41616399788512,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3974.png
Lung_Opacity,Lung_Opacity-3975.png,299,299,L,116.51686222749186,44.5126201164244,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3975.png
Lung_Opacity,Lung_Opacity-3976.png,299,299,L,146.1965190545967,68.71753569538984,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3976.png
Lung_Opacity,Lung_Opacity-3977.png,299,299,L,119.03271775483496,60.81395317819402,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3977.png
Lung_Opacity,Lung_Opacity-3978.png,299,299,L,114.36096911667654,51.936262433833015,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3978.png
Lung_Opacity,Lung_Opacity-3979.png,299,299,L,92.67886265254303,71.89425052881143,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3979.png
Lung_Opacity,Lung_Opacity-398.png,299,299,L,118.11663180501337,51.65293259634223,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-398.png
