class,filename,width,height,mode,mean_intensity,contrast,filepath,target
Lung_Opacity,Lung_Opacity-3139.png,299,299,L,114.87084037091307,54.3657495110645,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3139.png,0
Lung_Opacity,Lung_Opacity-1495.png,299,299,L,140.0184897260657,53.02389576789392,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1495.png,0
Normal,Normal-2185.png,299,299,L,156.82141139360857,42.38594144625066,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2185.png,0
Normal,Normal-1997.png,299,299,L,167.99283005782934,52.60092712184406,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1997.png,0
Normal,Normal-9316.png,299,299,L,141.51115759331552,72.78206750299577,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9316.png,0
COVID,COVID-1001.png,299,299,L,129.89078421941588,66.17955863252429,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1001.png,1
Normal,Normal-5868.png,299,299,L,149.65960112302994,61.54339908406984,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5868.png,0
Normal,Normal-1182.png,299,299,L,124.38353038556616,65.75283170935948,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1182.png,0
Normal,Normal-6493.png,299,299,L,105.29767004843346,73.24690274475236,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6493.png,0
Normal,Normal-9260.png,299,299,L,164.06822071341483,56.12230683498641,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9260.png,0
Viral Pneumonia,Viral Pneumonia-364.png,299,299,RGB,113.826959429984,57.095170284730884,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-364.png,0
COVID,COVID-2275.png,299,299,L,124.41733313945034,68.32911361714487,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2275.png,1
Viral Pneumonia,Viral Pneumonia-49.png,299,299,L,156.20197760651448,59.006304989233534,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-49.png,0
COVID,COVID-2239.png,299,299,L,169.430778179215,56.780763258678526,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2239.png,1
Viral Pneumonia,Viral Pneumonia-75.png,299,299,L,122.85263028377759,51.037572089271706,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-75.png,0
Normal,Normal-6414.png,299,299,L,126.86133264728582,70.05443571449203,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6414.png,0
Normal,Normal-8435.png,299,299,L,183.28412433865392,47.47386519805784,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8435.png,0
Normal,Normal-6710.png,299,299,L,113.55119070256485,72.87382167625886,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6710.png,0
Normal,Normal-8122.png,299,299,L,104.86463238666234,39.82182071381867,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8122.png,0
Lung_Opacity,Lung_Opacity-1183.png,299,299,L,121.78925291663404,67.75669323490415,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1183.png,0
Normal,Normal-1932.png,299,299,L,99.63841567767699,65.19656381480529,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1932.png,0
COVID,COVID-934.png,299,299,L,149.9471929844185,48.219301717592614,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-934.png,1
Normal,Normal-5359.png,299,299,L,139.79453249963646,70.83867709670407,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5359.png,0
Lung_Opacity,Lung_Opacity-2403.png,299,299,L,157.15800718112772,51.79605324286035,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2403.png,0
COVID,COVID-1314.png,299,299,L,146.57743201977607,46.83245219759099,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1314.png,1
Lung_Opacity,Lung_Opacity-595.png,299,299,L,164.43971543942462,47.58748246596207,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-595.png,0
Normal,Normal-6702.png,299,299,L,153.38740058836032,63.7455171277338,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6702.png,0
Lung_Opacity,Lung_Opacity-5268.png,299,299,L,166.81039361975817,38.75070719783917,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5268.png,0
Normal,Normal-5882.png,299,299,L,91.50644847373071,61.082119469381276,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5882.png,0
Lung_Opacity,Lung_Opacity-2184.png,299,299,L,145.36174092012394,61.80841955000753,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2184.png,0
Normal,Normal-5609.png,299,299,L,105.55174998042527,67.69421990477281,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5609.png,0
COVID,COVID-2987.png,299,299,L,110.16480799991052,45.45564761920467,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2987.png,1
Normal,Normal-3098.png,299,299,L,119.35978344761244,66.91551209757108,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-3098.png,0
COVID,COVID-2202.png,299,299,L,134.80895068287828,80.512953682995,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2202.png,1
Normal,Normal-574.png,299,299,L,116.4809901455241,70.67763305660966,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-574.png,0
Lung_Opacity,Lung_Opacity-503.png,299,299,L,115.05045804856769,68.11392367334562,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-503.png,0
Normal,Normal-4318.png,299,299,L,171.04700171139027,53.35026509561193,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-4318.png,0
Lung_Opacity,Lung_Opacity-2404.png,299,299,L,83.99862417646335,43.31652511432737,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2404.png,0
Normal,Normal-5170.png,299,299,L,130.49428977304504,71.77216344944226,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5170.png,0
Normal,Normal-2576.png,299,299,L,178.0037919038937,50.827384801563475,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2576.png,0
Lung_Opacity,Lung_Opacity-4517.png,299,299,L,149.3216966253174,42.992883186232135,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4517.png,0
Normal,Normal-9768.png,299,299,L,118.8620820796188,70.56122562256725,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9768.png,0
Normal,Normal-5091.png,299,299,L,114.89182447623628,66.37020788533735,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5091.png,0
COVID,COVID-1917.png,299,299,L,150.61500430643952,61.734870859812006,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1917.png,1
Normal,Normal-7586.png,299,299,L,102.38123734633841,41.57389810132273,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7586.png,0
Normal,Normal-1310.png,299,299,L,126.20481873804543,60.600759376822545,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1310.png,0
Normal,Normal-1173.png,299,299,L,116.70049552018433,52.93342686052699,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1173.png,0
Lung_Opacity,Lung_Opacity-2458.png,299,299,L,65.26064585407322,80.71679571158838,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2458.png,0
Viral Pneumonia,Viral Pneumonia-473.png,299,299,RGB,131.56779006946232,53.816805542819196,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-473.png,0
COVID,COVID-1980.png,299,299,L,148.61584322323017,57.231207471070846,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1980.png,1
Normal,Normal-1082.png,299,299,L,122.0021028847552,59.416874541746054,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1082.png,0
Normal,Normal-6906.png,299,299,L,123.34771423138443,69.03182286320528,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6906.png,0
COVID,COVID-781.png,299,299,L,100.62303553651525,74.06862897473577,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-781.png,1
Lung_Opacity,Lung_Opacity-2433.png,299,299,L,166.24616055748817,62.90927242219266,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2433.png,0
Lung_Opacity,Lung_Opacity-1319.png,299,299,L,166.44288095211462,57.10091953566473,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1319.png,0
Lung_Opacity,Lung_Opacity-2867.png,299,299,L,110.77166922070224,36.44417291476674,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2867.png,0
Normal,Normal-2312.png,299,299,L,109.73596492209259,71.89670826267452,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2312.png,0
COVID,COVID-335.png,299,299,L,141.42821668661423,46.34873997969836,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-335.png,1
COVID,COVID-2640.png,299,299,L,152.1361953445711,60.375773551114385,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2640.png,1
Normal,Normal-2512.png,299,299,L,97.7620496415029,62.94365624154092,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2512.png,0
Viral Pneumonia,Viral Pneumonia-661.png,299,299,L,114.02968646883144,71.34520493379526,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-661.png,0
Normal,Normal-990.png,299,299,L,132.11913736982808,52.85031762287658,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-990.png,0
COVID,COVID-1638.png,299,299,L,95.29204371315757,36.482776886773095,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1638.png,1
Viral Pneumonia,Viral Pneumonia-1232.png,299,299,L,107.08380219460632,60.02301007253808,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1232.png,0
Viral Pneumonia,Viral Pneumonia-1074.png,299,299,L,162.12766076442097,59.155766453757,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-1074.png,0
Lung_Opacity,Lung_Opacity-1341.png,299,299,L,113.12516638516348,59.88709333151854,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1341.png,0
Normal,Normal-313.png,299,299,L,118.1891589579535,59.674653434371095,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-313.png,0
Viral Pneumonia,Viral Pneumonia-923.png,299,299,L,85.27510877954386,63.38683170901219,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-923.png,0
COVID,COVID-8.png,299,299,L,160.47578886142213,49.2912859933503,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-8.png,1
Normal,Normal-4583.png,299,299,L,131.89364772206127,62.94516902212703,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-4583.png,0
Normal,Normal-7438.png,299,299,L,112.63224125009788,69.75385592505921,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7438.png,0
Lung_Opacity,Lung_Opacity-4093.png,299,299,L,138.7858077650138,71.40961873335102,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4093.png,0
COVID,COVID-591.png,299,299,L,145.93947494994464,51.719751674470686,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-591.png,1
Normal,Normal-6108.png,299,299,L,148.90418451695172,56.66393694334795,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6108.png,0
COVID,COVID-1927.png,299,299,L,160.79608729208846,45.00325657843873,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1927.png,1
Normal,Normal-7158.png,299,299,L,128.3350633661816,60.353388244104,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7158.png,0
COVID,COVID-1334.png,299,299,L,192.3445151620228,47.92970450109124,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1334.png,1
Lung_Opacity,Lung_Opacity-2317.png,299,299,L,149.42483864833727,46.47390687151699,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2317.png,0
Normal,Normal-6752.png,299,299,L,105.28818469592063,57.644367189172165,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6752.png,0
Lung_Opacity,Lung_Opacity-4299.png,299,299,L,111.76813458462433,69.16705942421265,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4299.png,0
Normal,Normal-2153.png,299,299,L,99.42084540441383,39.347526050776466,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2153.png,0
Lung_Opacity,Lung_Opacity-306.png,299,299,L,131.95628684242905,76.48624629789133,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-306.png,0
Lung_Opacity,Lung_Opacity-139.png,299,299,L,118.57227547790293,48.18090326005539,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-139.png,0
Normal,Normal-1595.png,299,299,L,165.39621480744063,57.44661865710895,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1595.png,0
Lung_Opacity,Lung_Opacity-3565.png,299,299,L,116.59317009876847,59.35762437264762,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3565.png,0
Normal,Normal-9963.png,299,299,L,155.63527253610138,43.055780444177465,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9963.png,0
Normal,Normal-7236.png,299,299,L,176.84242905560342,60.52517548940109,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7236.png,0
Lung_Opacity,Lung_Opacity-229.png,299,299,L,129.13521101553673,61.08287915489442,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-229.png,0
COVID,COVID-1553.png,299,299,L,165.00803123007572,37.92662700326747,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1553.png,1
Normal,Normal-8195.png,299,299,L,166.18264896365812,46.87034877093572,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8195.png,0
Normal,Normal-3018.png,299,299,L,125.32176373866064,65.734415743179,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-3018.png,0
Viral Pneumonia,Viral Pneumonia-302.png,299,299,RGB,143.6788179103142,33.52564172901906,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-302.png,0
COVID,COVID-3318.png,299,299,L,142.97250590038144,75.90204782901456,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-3318.png,1
Normal,Normal-2362.png,299,299,L,152.7918367803492,62.77551437376874,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2362.png,0
Normal,Normal-2451.png,299,299,L,89.46936835158444,52.248138219432334,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2451.png,0
COVID,COVID-1176.png,299,299,L,145.88878200467556,75.58494666212464,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1176.png,1
Normal,Normal-5301.png,299,299,L,153.40488361427725,67.90500687752272,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5301.png,0
Normal,Normal-8319.png,299,299,L,102.10059171597634,42.38742871185947,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8319.png,0
Lung_Opacity,Lung_Opacity-1377.png,299,299,L,131.59983669086475,59.122757786953386,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1377.png,0
Lung_Opacity,Lung_Opacity-3765.png,299,299,L,163.924743571101,61.244928268631675,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3765.png,0
Normal,Normal-2921.png,299,299,L,135.64716278341405,65.32958689104633,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2921.png,0
COVID,COVID-2094.png,299,299,L,176.47328329660743,76.58134302782027,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2094.png,1
Normal,Normal-9482.png,299,299,L,93.16464021655239,67.65762704848366,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9482.png,0
Normal,Normal-4453.png,299,299,L,156.06460777843648,56.3208818411231,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-4453.png,0
Normal,Normal-3997.png,299,299,L,109.43198621939352,68.46552449475477,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-3997.png,0
Lung_Opacity,Lung_Opacity-3319.png,299,299,L,100.93228263665955,63.4615313265631,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3319.png,0
Viral Pneumonia,Viral Pneumonia-436.png,299,299,RGB,115.22814062482523,43.856440025702184,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-436.png,0
Lung_Opacity,Lung_Opacity-1405.png,299,299,L,140.3426807306406,60.601188986592476,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1405.png,0
Normal,Normal-3689.png,299,299,L,137.4921309605038,70.77781231470843,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-3689.png,0
Lung_Opacity,Lung_Opacity-1175.png,299,299,L,111.90868111094954,46.49432848312033,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1175.png,0
Normal,Normal-1357.png,299,299,L,145.96019060189482,54.486465957346,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1357.png,0
Normal,Normal-9926.png,299,299,L,126.79451012852205,66.63031103336482,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9926.png,0
COVID,COVID-2256.png,299,299,L,148.0845628124965,42.13525857073149,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2256.png,1
Normal,Normal-8691.png,299,299,L,141.19410297423966,67.94619565410262,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8691.png,0
Lung_Opacity,Lung_Opacity-4240.png,299,299,L,143.13898054831603,61.206737348843156,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4240.png,0
Normal,Normal-1257.png,299,299,L,129.623236876545,64.93754335473643,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1257.png,0
Normal,Normal-6726.png,299,299,L,98.67088735025335,43.4479618530577,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6726.png,0
Lung_Opacity,Lung_Opacity-790.png,299,299,L,160.64818066912002,53.08585540265473,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-790.png,0
Lung_Opacity,Lung_Opacity-1378.png,299,299,L,109.76000268453373,51.684248003420315,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1378.png,0
COVID,COVID-1920.png,299,299,L,146.0726390085122,81.48674355844355,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1920.png,1
COVID,COVID-2576.png,299,299,L,84.51687341304907,43.69101032913102,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2576.png,1
COVID,COVID-1729.png,299,299,L,137.38785919620585,50.309415433544764,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1729.png,1
Normal,Normal-9090.png,299,299,L,122.89082896164473,70.54022148756512,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9090.png,0
Lung_Opacity,Lung_Opacity-1999.png,299,299,L,162.98904933949285,49.24665048929928,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1999.png,0
Normal,Normal-6552.png,299,299,L,103.78183689220478,39.56301513825431,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6552.png,0
COVID,COVID-3169.png,299,299,L,186.51877495777453,34.185128985740214,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-3169.png,1
Lung_Opacity,Lung_Opacity-2426.png,299,299,L,124.0144181832418,63.2162525579951,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2426.png,0
Normal,Normal-5244.png,299,299,L,150.5862350532992,68.11421105792623,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5244.png,0
Viral Pneumonia,Viral Pneumonia-417.png,299,299,L,141.7959083231731,63.352769880755055,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-417.png,0
Lung_Opacity,Lung_Opacity-1384.png,299,299,L,109.63748727642867,60.09773086313711,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1384.png,0
Normal,Normal-1265.png,299,299,L,112.887518036711,60.055862154634355,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-1265.png,0
Normal,Normal-5595.png,299,299,L,120.68135703180054,78.43018928946812,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5595.png,0
Viral Pneumonia,Viral Pneumonia-339.png,299,299,L,86.0659500453015,41.091296109121245,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-339.png,0
Normal,Normal-4540.png,299,299,L,182.0029977293319,44.239000845773596,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-4540.png,0
Viral Pneumonia,Viral Pneumonia-400.png,299,299,L,137.2590686905068,74.44679048026583,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-400.png,0
COVID,COVID-1387.png,299,299,L,144.48026308430553,26.752695763616043,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1387.png,1
Normal,Normal-7055.png,299,299,L,121.68385141105804,69.21858910645456,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7055.png,0
COVID,COVID-2149.png,299,299,L,151.51068779991274,81.07379127527545,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2149.png,1
Lung_Opacity,Lung_Opacity-4933.png,299,299,L,113.953602308699,50.73405983866335,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4933.png,0
Normal,Normal-10191.png,299,299,L,96.8631335219964,70.01199974022252,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-10191.png,0
COVID,COVID-890.png,299,299,L,147.26514244807106,53.48777506958072,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-890.png,1
Normal,Normal-6011.png,299,299,L,152.9775729577969,44.49052869403426,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6011.png,0
Normal,Normal-6936.png,299,299,L,97.46479345868615,64.01777744929836,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6936.png,0
Normal,Normal-2390.png,299,299,L,110.0072034988423,71.77378939655611,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2390.png,0
Normal,Normal-2152.png,299,299,L,117.37150591156698,65.8058512935995,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2152.png,0
Normal,Normal-7824.png,299,299,L,156.15477455509446,59.88290955744507,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-7824.png,0
Lung_Opacity,Lung_Opacity-1641.png,299,299,L,129.52024026576885,66.30585907805823,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1641.png,0
COVID,COVID-1356.png,299,299,L,119.66168163667074,54.02419962859685,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1356.png,1
Viral Pneumonia,Viral Pneumonia-886.png,299,299,L,124.66410890258499,64.73258951730743,..\covid\COVID-19_Radiography_Dataset\Viral Pneumonia\images\Viral Pneumonia-886.png,0
Normal,Normal-3994.png,299,299,L,123.14077023746938,69.67411525782013,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-3994.png,0
Normal,Normal-9108.png,299,299,L,118.15310790707039,37.5038583726583,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9108.png,0
Normal,Normal-5921.png,299,299,L,120.26951600093959,60.27712155910906,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5921.png,0
COVID,COVID-3071.png,299,299,L,82.43171776602051,63.74289522759101,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-3071.png,1
Lung_Opacity,Lung_Opacity-752.png,299,299,L,108.56417713448396,60.81121261539814,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-752.png,0
COVID,COVID-1933.png,299,299,L,145.34076800035794,54.121469806949975,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1933.png,1
Normal,Normal-8211.png,299,299,L,149.76319056833816,55.89217103220125,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8211.png,0
Lung_Opacity,Lung_Opacity-4098.png,299,299,L,139.76847015134058,54.1938212705864,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4098.png,0
COVID,COVID-1428.png,299,299,L,110.46931242379839,44.32642558082195,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-1428.png,1
COVID,COVID-2225.png,299,299,L,142.83759689488932,37.3528216706113,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2225.png,1
COVID,COVID-311.png,299,299,L,169.19225735730026,79.64481205373296,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-311.png,1
Normal,Normal-9468.png,299,299,L,111.5633270321361,67.35000599565002,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-9468.png,0
Normal,Normal-4944.png,299,299,L,117.86411785103076,47.999175909075845,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-4944.png,0
Normal,Normal-5375.png,299,299,L,127.91011286227223,61.32885158087983,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-5375.png,0
Normal,Normal-8279.png,299,299,L,123.64547376427556,49.77087604572148,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8279.png,0
Lung_Opacity,Lung_Opacity-4714.png,299,299,L,111.36136061117885,56.546563771702864,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4714.png,0
Normal,Normal-6802.png,299,299,L,111.45651614635183,56.23842266603393,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6802.png,0
Normal,Normal-2191.png,299,299,L,123.00900437355287,68.7589310823635,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2191.png,0
COVID,COVID-3598.png,299,299,L,75.1345063254326,45.0490103663771,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-3598.png,1
Normal,Normal-8844.png,299,299,L,87.47001711390253,71.22922447438332,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8844.png,0
COVID,COVID-593.png,299,299,L,163.19394637643873,53.419127291947724,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-593.png,1
COVID,COVID-2416.png,299,299,L,111.8267021621682,90.06230448922285,..\covid\COVID-19_Radiography_Dataset\COVID\images\COVID-2416.png,1
Lung_Opacity,Lung_Opacity-4358.png,299,299,L,115.02890347982685,57.59962030669938,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4358.png,0
Normal,Normal-2671.png,299,299,L,143.580485676894,66.351536229807,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-2671.png,0
Normal,Normal-6323.png,299,299,L,123.3802977595329,50.121685826388905,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-6323.png,0
Normal,Normal-8374.png,299,299,L,131.7735819509849,67.8688683860409,..\covid\COVID-19_Radiography_Dataset\Normal\images\Normal-8374.png,0
Lung_Opacity,Lung_Opacity-33.png,299,299,L,99.41498417243655,41.6793248228125,..\covid\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-33.png,0
